stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening D:\chava\Documents\GitHub\proyecto1ED\proyecto1ED\proyecto1\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67307] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67319] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67332] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67344] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.67353] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.67361] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.67368] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.67378] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.67457] added dtor for bitmap 000001E76C7DAAC0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.69116] opening ascensor/ascensor4.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.69188] opening ascensor/ascensor4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69226] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69238] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69245] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69253] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69260] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69267] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69277] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69288] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69298] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.69307] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.69316] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.69326] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.69335] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.69428] added dtor for bitmap 000001E76C7DB090, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.71231] opening ascensor/ascensor5.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.71316] opening ascensor/ascensor5.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71357] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71372] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71383] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71391] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71400] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71410] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71418] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71430] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.71440] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.71447] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.71455] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.71467] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.71480] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.71572] added dtor for bitmap 000001E76C7DB660, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.73371] opening ascensor/ascensor6.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.73455] opening ascensor/ascensor6.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73519] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73537] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73547] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73559] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73568] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73576] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73584] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73597] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.73610] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.73621] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.73631] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.73642] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.73652] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.73787] added dtor for bitmap 000001E76C7DB470, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.75717] opening ascensor/ascensor7.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.75807] opening ascensor/ascensor7.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75875] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75893] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75904] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75913] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75921] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75928] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75937] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75949] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75959] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.75969] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.75978] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.75990] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.75999] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.76094] added dtor for bitmap 000001E76C7DA8D0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.77998] opening ascensor/ascensor8.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.78096] opening ascensor/ascensor8.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78155] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78172] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78184] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78196] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78206] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78216] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78226] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78238] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.78249] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.78258] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.78294] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.78307] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.78317] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.78427] added dtor for bitmap 000001E76C7DACB0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.80163] opening izquierda_derecha/espacioDerecha.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.80246] opening izquierda_derecha/espacioDerecha.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80297] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80313] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80327] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80342] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80355] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80365] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80375] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80385] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80396] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.80408] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.80419] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.80429] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.80439] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.80532] added dtor for bitmap 000001E76C7DAEA0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.82117] opening izquierda_derecha/espacioIzquierda.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.82198] opening izquierda_derecha/espacioIzquierda.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82282] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82299] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82308] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82319] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82328] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82339] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82351] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82367] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.82379] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.82390] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.82402] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.82413] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.82423] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82523] added dtor for bitmap 000001E76C7DB280, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.84997] opening izquierda_derecha/parqueoEstandar.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.85103] opening izquierda_derecha/parqueoEstandar.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85187] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85208] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85223] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85239] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85250] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85261] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85279] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85290] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.85303] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.85317] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.85332] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.85346] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.85357] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.85479] added dtor for bitmap 000001E76C7D5F20, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.86788] opening izquierda_derecha/parqueoEstandar1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.86867] opening izquierda_derecha/parqueoEstandar1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86915] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86930] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86938] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86946] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86957] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86969] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86978] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86987] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.86997] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.87006] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.87023] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.87037] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.87047] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.87162] added dtor for bitmap 000001E76C7D6300, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.88677] opening izquierda_derecha/parqueoEstandar2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.88740] opening izquierda_derecha/parqueoEstandar2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88785] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88801] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88815] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88826] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88837] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88848] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88859] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88871] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.88880] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.88891] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.88902] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.88913] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.88927] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.89030] added dtor for bitmap 000001E76C7D5950, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.90472] opening izquierda_derecha/parqueoEstandar3.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.90562] opening izquierda_derecha/parqueoEstandar3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90618] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90634] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90646] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90658] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90670] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90678] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90686] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90693] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.90703] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.90712] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.90724] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.90735] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.90745] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.90838] added dtor for bitmap 000001E76C7D5D30, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.92335] opening izquierda_derecha/parqueoEstandar4.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.92413] opening izquierda_derecha/parqueoEstandar4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92467] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92481] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92490] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92499] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92509] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92521] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92531] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92541] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.92556] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.92570] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.92584] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.92592] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.92609] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.92723] added dtor for bitmap 000001E76C7D5B40, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.94191] opening redPickup.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.94277] opening redPickup.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94325] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94341] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94352] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94362] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94372] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94383] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94393] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94401] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94411] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.94421] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.94432] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.94444] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.94453] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.94502] added dtor for bitmap 000001E76C7D6110, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.94638] opening yellowMotorcycle.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.94699] opening yellowMotorcycle.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94757] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94775] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94785] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94794] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94804] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94815] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94826] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94836] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.94849] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.94862] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.94871] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.94880] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.94889] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.94927] added dtor for bitmap 000001E76C7D45F0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95002] opening ligthBrownTruck.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95088] opening ligthBrownTruck.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95164] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95189] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95201] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95215] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95229] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95240] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95253] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95265] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95278] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.95289] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.95302] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.95315] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.95326] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.95374] added dtor for bitmap 000001E76C7D49D0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95489] opening redCar1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95552] opening redCar1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95609] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95626] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95639] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95651] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95665] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95676] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95687] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95696] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95707] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.95723] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.95739] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.95757] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.95768] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.95811] added dtor for bitmap 000001E76C7D47E0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95894] opening greenCar2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95946] opening greenCar2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96024] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96042] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96053] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96064] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96075] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96084] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96095] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96107] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.96118] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.96128] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.96137] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.96148] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.96158] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.96199] added dtor for bitmap 000001E76C7D4BC0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.96289] opening backgroundMusic.wav rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.98517] opening backgroundMusic.wav rb
wav      I                wav.c:124  wav_open                         [   0.98577] Ignoring chunk: LIST
wav      E                wav.c:121  wav_open                         [   0.98644] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.99187] added dtor for sample 000001E76C7D6A60, func 00007FFF46D01519
dtor     D               dtor.c:196  _al_register_destructor          [   1.00970] added dtor for timer 000001E7675450F0, func 00007FFF46F91050
dtor     D               dtor.c:196  _al_register_destructor          [   1.00996] added dtor for timer 000001E7675443D0, func 00007FFF46F91050
dtor     D               dtor.c:196  _al_register_destructor          [   1.01011] added dtor for timer 000001E767544A60, func 00007FFF46F91050
dtor     D               dtor.c:196  _al_register_destructor          [   1.01023] added dtor for sample_instance 000001E76C81A720, func 00007FFF46D0122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.01035] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.01047]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.01059]  0.000000 0.707107
