stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening D:\chava\Documents\Projects\C++\TestingProjectBackgroud\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65406] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65413] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.65422] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.65436] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.65447] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.65457] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.65555] added dtor for bitmap 000002287821CCC0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.67483] opening ascensor/ascensor4.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.67572] opening ascensor/ascensor4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67642] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67662] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67675] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67686] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67696] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67706] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67728] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67738] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67757] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.67771] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.67783] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.67795] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.67805] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.67914] added dtor for bitmap 0000022878219510, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.69810] opening ascensor/ascensor5.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.69900] opening ascensor/ascensor5.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69965] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69982] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.69997] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.70009] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.70022] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.70034] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.70047] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.70057] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.70069] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.70079] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.70091] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.70102] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.70114] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.70204] added dtor for bitmap 0000022878219700, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.71979] opening ascensor/ascensor6.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.72050] opening ascensor/ascensor6.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72107] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72125] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72136] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72146] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72157] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72167] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72176] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72188] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.72196] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.72210] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.72220] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.72233] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.72244] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.72348] added dtor for bitmap 000002287821B900, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.74253] opening ascensor/ascensor7.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.74325] opening ascensor/ascensor7.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74387] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74407] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74418] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74431] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74439] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74458] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74473] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74482] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.74491] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.74503] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.74519] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.74532] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.74543] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.74646] added dtor for bitmap 000002287820EF60, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.76679] opening ascensor/ascensor8.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.76959] opening ascensor/ascensor8.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77026] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77041] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77054] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77066] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77075] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77085] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77093] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77102] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.77110] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.77119] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.77138] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.77288] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.77316] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.77438] added dtor for bitmap 000002287820F150, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.79498] opening izquierda_derecha/espacioDerecha.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.79596] opening izquierda_derecha/espacioDerecha.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.79653] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.79686] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.79702] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.79778] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.79925] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80044] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80319] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80505] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.80520] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.80716] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.80735] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.80747] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.80759] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.80862] added dtor for bitmap 0000022878254820, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.82759] opening izquierda_derecha/espacioIzquierda.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.83658] opening izquierda_derecha/espacioIzquierda.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.83860] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.83891] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.83903] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.83917] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84104] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84285] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84301] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84334] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84343] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.84390] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.84406] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.84425] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.84447] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.84653] added dtor for bitmap 0000022878254C00, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.87207] opening izquierda_derecha/parqueoEstandar.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.87280] opening izquierda_derecha/parqueoEstandar.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87342] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87371] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87446] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87461] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87484] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87582] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87672] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87746] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.87759] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.87775] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.87789] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.87799] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.87809] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.87914] added dtor for bitmap 0000022878254250, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.89284] opening izquierda_derecha/parqueoEstandar1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.89369] opening izquierda_derecha/parqueoEstandar1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89433] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89456] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89473] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89488] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89498] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89510] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89520] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89535] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89547] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.89557] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.89570] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.89579] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.89597] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.89727] added dtor for bitmap 0000022878254A10, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.91252] opening izquierda_derecha/parqueoEstandar2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.91327] opening izquierda_derecha/parqueoEstandar2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91386] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91404] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91415] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91426] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91437] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91447] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91457] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91487] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.91527] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.91539] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.91553] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.91563] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.91573] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.91704] added dtor for bitmap 0000022878254440, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.93233] opening izquierda_derecha/parqueoEstandar3.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.93315] opening izquierda_derecha/parqueoEstandar3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93386] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93417] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93433] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93446] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93458] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93468] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93479] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93489] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.93517] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.93541] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.93567] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.93580] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.93607] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.93773] added dtor for bitmap 0000022878254630, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95424] opening izquierda_derecha/parqueoEstandar4.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.95499] opening izquierda_derecha/parqueoEstandar4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95553] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95572] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95584] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95594] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95605] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95616] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95627] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95638] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.95648] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.95658] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.95670] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.95680] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.95689] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.95797] added dtor for bitmap 0000022878254DF0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.97384] opening redPickup.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.97459] opening redPickup.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97533] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97551] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97562] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97573] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97585] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97600] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97615] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97628] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.97638] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.97650] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.97662] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.97674] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.97687] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.97744] added dtor for bitmap 0000022878254060, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.97897] opening yellowMotorcycle.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.97972] opening yellowMotorcycle.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98031] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98052] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98066] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98080] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98092] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98102] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98112] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98121] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98129] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.98165] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.98182] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.98205] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.98217] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.98260] added dtor for bitmap 0000022878257080, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.98350] opening ligthBrownTruck.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.98430] opening ligthBrownTruck.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98535] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98552] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98562] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98571] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98580] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98590] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98598] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98607] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98615] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.98624] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.98633] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.98642] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.98651] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.98698] added dtor for bitmap 0000022878257C20, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.98835] opening redCar1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.98899] opening redCar1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98947] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98961] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98970] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98980] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.98991] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99001] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99010] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99017] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99027] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.99036] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.99047] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.99057] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.99067] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.99106] added dtor for bitmap 00000228782585D0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.99201] opening greenCar2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.99260] opening greenCar2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99307] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99325] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99337] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99348] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99358] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99369] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99379] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99389] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.99404] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.99416] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.99428] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.99440] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.99452] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.99493] added dtor for bitmap 0000022878258000, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.99609] opening backgroundMusic.wav rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.99685] opening backgroundMusic.wav rb
wav      I                wav.c:124  wav_open                         [   0.99744] Ignoring chunk: LIST
wav      E                wav.c:121  wav_open                         [   0.99763] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   1.00573] added dtor for sample 0000022878290180, func 00007FFFC8031519
dtor     D               dtor.c:196  _al_register_destructor          [   1.27022] added dtor for timer 0000022873146110, func 00007FFFBEE41050
dtor     D               dtor.c:196  _al_register_destructor          [   1.27053] added dtor for timer 00000228731493B0, func 00007FFFBEE41050
dtor     D               dtor.c:196  _al_register_destructor          [   1.27066] added dtor for timer 0000022873147970, func 00007FFFBEE41050
dtor     D               dtor.c:196  _al_register_destructor          [   1.27078] added dtor for sample_instance 0000022878253A90, func 00007FFFC803122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.27090] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.27102]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.27112]  0.000000 0.707107
dtor     D               dtor.c:196  _al_register_destructor          [   1.27124] added dtor for queue 0000022878278630, func 00007FFFBEE41C49
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30507] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30529] Fake format
